,gene,highly_variable_rank
1156,PCF11,925.0
1157,TMEM126B,794.5
1158,TMEM126A,707.0
1159,SYTL2,358.0
1160,PRSS23,396.5
1161,CTSC,275.0
1162,SMCO4,650.0
1163,C11orf54,204.5
1164,YAP1,710.0
1165,BIRC3,137.5
1166,TMEM123,883.5
1167,MMP7,71.5
1168,CASP4,785.0
1169,CARD16,465.0
1170,C11orf1,425.5
1171,CRYAB,198.0
1172,TIMM8B,845.0
1173,ZBTB16,537.0
1174,NNMT,230.0
1175,REXO2,665.0
1176,PAFAH1B2,715.0
1177,TAGLN,25.0
1178,PCSK7,912.0
1179,IL10RA,343.0
1180,MPZL2,770.0
1181,CD3E,415.0
1182,CD3D,233.0
1183,ATP5MG,514.0
1184,PHLDB1,675.0
1185,SLC37A4,531.0
1186,MCAM,226.0
1187,THY1,541.0
1188,SORL1,815.0
1189,ESAM,646.0
1190,ROBO4,537.0
1191,EI24,703.0
1192,ETS1,568.0
1193,FLI1,482.5
1194,JAM3,888.0
1195,WNK1,800.0
1196,RHNO1,735.0
1197,CCND2,934.0
1198,VWF,42.0
1199,CD9,490.5
1200,VAMP1,481.0
1201,PTMS,639.0
1202,CD4,381.0
1203,ENO2,739.0
1204,ATN1,185.0
1205,C12orf57,821.0
1206,PTPN6,761.5
1207,LPCAT3,533.0
1208,C1S,139.0
1209,C1R,390.5
1210,CD163,304.0
1211,SLC2A3,351.5
1212,A2M,71.5
1213,CLEC2D,445.0
1214,CLEC2B,816.0
1215,CLEC7A,382.0
1216,GABARAPL1,591.5
1217,CDKN1B,890.5
1218,EMP1,222.5
1219,ATF7IP,340.0
1220,H2AFJ,224.0
1221,MGP,141.0
1222,ARHGDIB,549.5
1223,EPS8,548.0
1224,DERA,331.5
1225,MGST1,261.5
1226,AEBP2,823.0
1227,GOLT1B,771.0
1228,BHLHE41,926.0
1229,PPFIBP1,743.0
1230,CCDC91,530.0
1231,BICD1,475.0
1232,ZCRB1,750.0
1233,SCAF11,905.0
1234,SLC38A1,258.0
1235,FKBP11,689.0
1236,ARF3,870.5
1237,KMT2D,677.0
1238,FMNL3,678.0
1239,TMBIM6,861.0
1240,COX14,817.5
1241,LARP4,753.0
1242,DIP2B,621.0
1243,BIN2,632.0
1244,ACVRL1,828.0
1245,GRASP,785.0
1246,NR4A1,100.5
1247,KRT8,200.0
1248,KRT18,134.0
1249,IGFBP6,285.0
1250,PFDN5,454.0
1251,SP1,618.0
1252,PRR13,256.0
1253,CALCOCO1,638.0
1254,CBX5,153.0
1255,COPZ1,495.0
1256,ITGA5,737.0
1257,NCKAP1L,375.5
1258,ITGA7,523.0
1259,DGKA,346.0
1260,NABP2,701.0
1261,CNPY2,869.0
1262,STAT2,757.5
1263,ATP5F1B,697.0
1264,PTGES3,517.0
1265,STAT6,348.0
1266,SHMT2,908.0
1267,ARHGAP9,508.0
1268,DCTN2,914.5
1269,AGAP2,923.5
1270,CTDSP2,681.0
1271,RASSF3,636.0
1272,GNS,832.0
1273,IRAK3,733.0
1274,CPM,797.0
1275,LYZ,55.0
1276,RAB3IP,389.0
1277,PTPRB,263.0
1278,PHLDA1,497.0
1279,DUSP6,711.0
1280,LUM,26.0
1281,DCN,53.5
1282,NDUFA12,379.0
1283,SNRPF,845.0
1284,IKBIP,806.5
1285,GNPTAB,915.0
1286,HSP90B1,265.0
1287,CHST11,850.5
1288,C12orf75,181.0
1289,CKAP4,584.0
1290,PWP1,901.0
1291,ISCU,926.0
1292,CORO1C,629.5
1293,ANKRD13A,929.0
1294,ATP2A2,550.0
1295,VPS29,893.0
1296,TCTN1,739.0
1297,ALDH2,879.5
1298,TRAFD1,772.0
1299,OAS1,366.0
1300,OAS3,443.0
1301,OAS2,532.0
1302,PLBD2,809.0
1303,PEBP1,125.0
1304,HSPB8,826.5
1305,PRKAB1,623.0
1306,BICDL1,385.0
1307,COX6A1,447.0
1308,DYNLL1,474.0
1309,COQ5,888.0
1310,POP5,439.0
1311,MLEC,443.0
1312,MLXIP,750.0
1313,HIP1R,938.0
1314,SNRNP35,638.0
1315,TMED2,681.0
1316,EIF2B1,867.0
1317,SLC15A4,314.0
1318,PXMP2,703.5
1319,ZMYM5,582.0
1320,ZMYM2,902.0
1321,SAP18,206.0
1322,SPATA13,859.0
1323,POLR1D,819.0
1324,PAN3,804.0
1325,POMP,723.5
1326,ALOX5AP,709.0
1327,HSPH1,698.0
1328,POSTN,24.0
1329,UFM1,407.0
1330,LHFPL6,491.0
1331,RGCC,311.0
1332,EPSTI1,314.0
1333,DNAJC15,835.0
1334,TSC22D1,459.5
1335,LCP1,167.0
1336,ESD,539.0
1337,ITM2B,892.0
1338,FNDC3A,915.0
1339,PHF11,882.0
1340,TBC1D4,751.0
1341,COMMD6,839.0
1342,LMO7,810.0
1343,KCTD12,527.5
1344,RBM26,838.0
1345,GPC6,854.0
1346,ABCC4,437.0
1347,BIVM,587.0
1348,ARGLU1,796.0
1349,COL4A1,490.0
1350,COL4A2,377.0
1351,ANKRD10,692.0
1352,MCF2L,609.0
1353,LAMP1,614.0
1354,GAS6,651.0
1355,RASA3,868.0
1356,CCNB1IP1,635.0
1357,RNASE1,320.0
1358,NDRG2,535.0
1359,TOX4,886.0
1360,TRAC,95.5
1361,DAD1,243.0
1362,MMP14,551.0
1363,LRP10,323.5
1364,C14orf119,882.0
1365,BCL2L2,631.0
1366,PSME2,449.0
1367,SDR39U1,936.0
1368,SCFD1,817.0
1369,EGLN3,475.0
1370,SNX6,318.0
1371,BAZ1A,665.5
1372,NFKBIA,844.0
1373,CLEC14A,325.0
1374,PNN,711.0
1375,SAV1,789.0
1376,NIN,684.0
1377,PYGL,647.5
1378,TMX1,817.0
1379,LGALS3,224.0
1380,KTN1,322.0
1381,PSMA3,324.0
1382,TIMM9,513.0
1383,PRKCH,740.0
1384,HIF1A,886.0
1385,RHOJ,852.0
1386,SYNE2,418.0
1387,MTHFD1,608.0
1388,VTI1B,827.5
1389,ZFP36L1,455.5
1390,ACTN1,557.0
1391,ERH,353.0
1392,SUSD6,870.0
1393,SRSF5,938.0
1394,RBM25,824.0
1395,NUMB,718.0
1396,NPC2,813.5
1397,LTBP2,205.5
1398,PGF,414.0
1399,NEK9,791.0
1400,TMED10,791.0
1401,FOS,119.0
1402,TMED8,749.0
1403,SLIRP,398.0
1404,STON2,574.0
1405,GALC,927.0
1406,CCDC88C,819.0
1407,FBLN5,130.0
1408,LGMN,249.0
1409,DDX24,612.0
1410,IFI27,160.0
1411,SERPINA1,55.0
1412,SETD3,650.0
1413,EVL,483.5
1414,WARS,340.5
1415,PPP2R5C,725.5
1416,DYNC1H1,851.0
1417,HSP90AA1,461.5
1418,MOK,213.0
1419,CINP,611.0
1420,CDC42BPB,780.0
1421,TNFAIP2,404.0
1422,CKB,236.0
1423,INF2,497.0
1424,JAG2,624.0
1425,CRIP2,771.5
1426,CRIP1,375.0
1427,TJP1,756.0
1428,FMN1,594.0
1429,EMC7,788.0
1430,EMC4,232.0
1431,THBS1,61.0
1432,SPINT1,187.0
1433,NUSAP1,829.5
1434,EHD4,897.5
1435,SERF2,582.0
1436,EIF3J,765.0
1437,SPG11,613.0
1438,B2M,468.0
1439,SQOR,813.0
1440,FBN1,198.5
1441,EID1,617.5
1442,COPS2,606.0
1443,DMXL2,633.0
1444,FAM214A,799.0
1445,ADAM10,489.0
1446,ANXA2,101.0
1447,TPM1,811.0
1448,CA12,284.0
1449,HERC1,924.5
1450,PPIB,446.0
1451,SPG21,656.0
1452,RAB11A,788.0
1453,SMAD3,589.0
1454,UACA,679.0
1455,ARIH1,884.0
1456,CD276,825.0
1457,SCAMP2,770.0
1458,COX5A,792.0
1459,COMMD4,822.0
1460,IMP3,920.5
1461,TSPAN3,916.0
1462,DNAJA4,641.0
1463,IREB2,828.0
1464,ADAMTS7,881.0
1465,CTSH,226.0
1466,TMED3,867.0
1467,FAH,910.0
1468,SEC11A,504.0
1469,ISG20,632.0
1470,MFGE8,707.0
1471,ABHD2,764.0
1472,ANPEP,223.0
1473,IDH2,853.0
1474,SEMA4B,244.0
1475,CIB1,559.0
1476,CHD2,365.0
1477,NR2F2,792.0
1478,SYNM,426.0
1479,LINS1,927.0
1480,CHSY1,386.0
1481,TM2D3,820.5
1482,HBA2,1.0
1483,LUC7L,867.0
1484,RAB11FIP3,884.0
1485,CIAO3,775.0
1486,JPT2,696.0
1487,EME2,625.0
1488,SPSB3,661.0
1489,FAHD1,763.0
1490,NDUFB10,671.0
1491,SLC9A3R2,169.0
1492,TNFRSF12A,930.0
1493,HCFC1R1,809.0
1494,IL32,409.0
1495,TRAP1,825.0
1496,GLIS2,666.0
1497,CIITA,232.0
1498,LITAF,845.0
1499,TXNDC11,424.0
1500,ZC3H7A,635.0
1501,RSL1D1,840.0
1502,NOMO1,611.0
1503,RRN3,723.0
1504,ABCC1,766.0
1505,TMEM159,414.0
1506,METTL9,728.0
1507,POLR3E,761.0
1508,USP31,734.5
1509,GGA2,821.0
1510,NDUFAB1,474.0
1511,IL4R,758.0
1512,CLN3,838.0
1513,NUPR1,249.0
1514,RABEP2,496.0
1515,MVP,461.0
1516,CORO1A,205.0
1517,SEPTIN1,547.0
1518,DCTPP1,640.0
1519,BCL7C,871.0
1520,VKORC1,524.0
1521,ITGAX,353.0
1522,TGFB1I1,876.0
1523,NETO2,752.0
1524,RBL2,827.0
1525,MMP2,244.5
1526,NUDT21,789.0
1527,MT2A,158.0
1528,MT1E,84.0
1529,MT1F,298.0
1530,MT1G,156.5
1531,MT1X,281.0
1532,HERPUD1,392.5
1533,NLRC5,933.0
1534,COQ9,927.0
1535,ADGRG1,226.0
1536,KIFC3,485.5
1537,CDH11,469.0
1538,CDH5,179.0
1539,CMTM3,390.0
1540,NAE1,543.0
1541,RRAD,295.0
1542,CIAO2B,521.5
1543,CES2,554.5
1544,HSF4,513.5
1545,NOL3,587.5
1546,NUTF2,826.0
1547,PSMB10,388.0
1548,PRMT7,896.0
1549,CDH1,643.5
1550,NFAT5,570.0
1551,CFDP1,737.0
1552,GABARAPL2,933.0
1553,PLCG2,389.0
1554,COTL1,103.0
1555,CRISPLD2,234.0
1556,IRF8,493.0
1557,BANP,498.0
1558,CYBA,454.0
1559,ANKRD11,682.0
1560,TCF25,649.0
1561,YWHAE,882.0
1562,SLC43A2,821.0
1563,SERPINF1,150.0
1564,PAFAH1B1,815.0
1565,EMC6,728.0
1566,ATP2A3,624.0
1567,ZZEF1,719.0
1568,ARRB2,620.0
1569,MED11,690.0
1570,MINK1,925.0
1571,PFN1,321.0
1572,KIF1C,443.0
1573,NUP88,782.0
1574,XAF1,700.0
1575,ELP5,865.0
1576,ACAP1,822.0
1577,TMEM256,671.0
1578,TNFSF13,939.0
1579,SENP3,645.0
1580,CD68,346.0
1581,PER1,684.0
1582,VAMP2,633.0
1583,CTC1,763.0
1584,NDEL1,832.0
1585,PMP22,822.0
1586,RASD1,184.5
1587,FLII,768.0
1588,PRPSAP2,854.0
1589,ALDH3A2,310.0
1590,USP22,937.0
1591,TMEM11,775.0
1592,WSB1,730.0
1593,POLDIP2,823.5
1594,KIAA0100,876.0
1595,RAB34,705.0
1596,TRAF4,870.0
1597,CPD,382.5
1598,EVI2A,692.5
1599,SUZ12,699.0
1600,RHOT1,895.5
1601,CCL5,121.0
1602,TBC1D3B,595.0
1603,TADA2A,688.0
1604,SYNRG,510.0
1605,DDX52,884.0
1606,HNF1B,620.0
1607,MLLT6,221.0
1608,PSMB3,633.0
1609,LASP1,781.0
1610,PLXDC1,440.5
1611,STARD3,939.0
1612,ERBB2,371.0
1613,CASC3,900.0
1614,RARA,860.0
1615,IGFBP4,357.0
1616,JUP,382.5
1617,FKBP10,95.5
1618,ACLY,318.5
1619,CNP,931.0
1620,STAT5A,626.5
1621,CAVIN1,766.0
1622,COA3,455.0
1623,IFI35,882.5
1624,VAT1,193.0
1625,UBTF,746.0
1626,GRN,926.5
1627,GJC1,456.5
1628,KANSL1,841.0
1629,ITGB3,461.5
1630,NFE2L1,590.0
1631,SKAP1,616.0
1632,HOXB3,895.5
1633,UBE2Z,716.0
1634,ITGA3,412.0
1635,PPP1R9B,764.5
1636,COL1A1,65.0
1637,SPATA20,664.0
1638,ABCC3,572.0
1639,TOB1,657.0
1640,NME1,826.0
1641,TOM1L1,720.0
1642,VEZF1,619.0
1643,DYNLL2,511.5
1644,SEPTIN4,783.5
1645,PPM1D,908.5
1646,TBX2,618.5
1647,MRC2,824.5
1648,DCAF7,731.0
1649,LIMD2,262.0
1650,ICAM2,612.0
1651,ERN1,105.0
1652,PECAM1,109.0
1653,POLG2,897.5
1654,DDX5,593.0
1655,CEP95,601.0
1656,KPNA2,664.0
1657,AMZ2,802.0
1658,WIPI1,937.0
1659,KCNJ16,411.0
1660,CD300A,836.0
1661,SLC9A3R1,447.0
1662,ATP5PD,625.0
1663,JPT1,439.5
1664,MYO15B,512.5
1665,RECQL5,819.5
1666,ACOX1,917.0
1667,SRSF2,422.0
1668,MFSD11,214.0
1669,SEPTIN9,758.0
1670,TMC6,626.0
1671,TMC8,321.0
1672,SOCS3,205.0
1673,PGS1,355.0
1674,CYTH1,779.0
1675,TIMP2,286.0
1676,LGALS3BP,275.0
1677,C1QTNF1,717.0
1678,RPTOR,712.0
1679,MCRIP1,748.0
1680,P4HB,546.0
1681,ARHGDIA,316.0
1682,ASPSCR1,820.0
1683,SLC16A3,753.0
1684,FN3K,917.0
1685,METRNL,439.0
1686,TYMS,565.0
1687,SMCHD1,163.5
1688,EMILIN2,843.0
1689,MYL12B,845.5
1690,EPB41L3,728.0
1691,NDUFV2,492.0
1692,RAB31,564.5
1693,SNRPD1,805.0
1694,NPC1,779.5
1695,CDH2,510.0
1696,DTNA,873.0
1697,ZNF24,757.0
1698,TCF4,679.0
1699,WDR7,937.5
1700,ATP8B1,661.0
1701,NEDD4L,720.0
1702,SEC11C,411.0
1703,LMAN1,912.0
1704,TIMM21,893.0
1705,CYB5A,240.0
1706,CNDP2,579.0
1707,BSG,921.5
1708,FSTL3,321.0
1709,CFD,587.0
1710,ARHGAP45,668.5
1711,GPX4,527.0
1712,MIDN,891.5
1713,CIRBP,78.0
1714,GAMT,833.0
1715,UQCR11,347.0
1716,CSNK1G2,810.0
1717,GADD45B,802.0
1718,TLE2,432.0
1719,TLE5,602.0
1720,NFIC,390.0
1721,PIP5K1C,910.0
1722,EEF2,277.0
1723,ZBTB7A,640.0
1724,MAP2K2,710.0
1725,KDM4B,872.0
1726,SAFB2,770.0
1727,GTF2F1,717.0
1728,KHSRP,732.0
1729,C3,351.0
1730,INSR,577.0
1731,MCOLN1,856.0
1732,NDUFA7,694.0
1733,ANGPTL4,352.5
1734,RAB11B,774.0
1735,MYO1F,875.0
1736,PIN1,701.5
1737,EIF3G,522.0
1738,DNMT1,875.5
1739,ICAM1,459.0
1740,ICAM3,806.5
1741,SLC44A2,382.5
1742,ILF3,503.0
1743,KANK2,799.0
1744,PRKCSH,503.0
1745,ACP5,870.0
1746,JUNB,507.5
1747,DNASE2,538.0
1748,CALR,773.0
1749,IER2,451.0
1750,MRI1,929.0
1751,GIPC1,561.0
1752,DNAJB1,670.0
1753,NDUFB7,809.0
1754,ZNF333,682.0
1755,NOTCH3,604.0
1756,PLVAP,124.5
1757,BST2,392.0
1758,JAK3,866.0
1759,IFI30,107.0
1760,PGPEP1,869.0
1761,REX1BD,868.0
1762,COPE,727.0
1763,PDCD5,541.0
1764,KIAA0355,864.0
1765,GPI,684.0
1766,FXYD1,342.0
1767,FXYD5,887.5
1768,COX6B1,776.0
1769,KMT2B,822.0
1770,TYROBP,267.0
1771,TBCB,714.0
1772,CAPNS1,927.5
1773,SPINT2,322.0
1774,PPP1R14A,200.5
1775,C19orf33,251.0
1776,MAP4K1,315.0
1777,ACTN4,848.0
1778,FBXO17,740.0
1779,GMFG,414.5
1780,ZFP36,256.5
1781,PSMC4,688.5
1782,AKT2,666.0
1783,PLD3,734.5
1784,LTBP4,218.0
1785,AXL,719.0
1786,HNRNPUL1,628.0
1787,TMEM91,419.0
1788,ARHGEF1,909.0
1789,ETHE1,918.0
1790,ZNF428,779.0
1791,PLAUR,325.0
1792,BCAM,205.5
1793,APOE,108.0
1794,APOC1,24.0
1795,CLPTM1,810.5
1796,CLASRP,793.0
1797,VASP,685.0
1798,CALM3,642.5
1799,PRKD2,938.5
1800,SLC1A5,764.0
1801,ZC3H4,482.0
1802,C5AR1,446.0
1803,EHD2,710.0
1804,NOP53,191.0
1805,ZSWIM9,796.0
1806,CARD8,823.0
1807,EMP3,620.0
1808,PLEKHA4,846.0
1809,PPP1R15A,248.0
1810,SNRNP70,205.0
1811,CD37,118.5
1812,FCGRT,722.0
1813,RCN3,730.0
1814,NOSIP,854.5
1815,RRAS,427.0
1816,AKT1S1,885.0
1817,ATF5,883.0
1818,SIGLEC10,368.5
1819,FPR3,272.0
1820,NDUFA3,841.0
1821,LAIR1,596.0
1822,LENG8,493.0
1823,PPP1R12C,548.0
1824,U2AF2,913.0
1825,CHMP2A,767.0
1826,RBCK1,277.5
1827,FKBP1A,604.0
1828,STK35,803.0
1829,CDC25B,737.0
1830,TMX4,502.0
1831,JAG1,326.0
1832,DSTN,923.0
1833,SNX5,733.0
1834,CD93,361.5
1835,CST3,695.0
1836,ACSS1,268.0
1837,PYGB,672.0
1838,ABHD12,702.0
1839,HM13,584.5
1840,ID1,278.0
1841,CHMP4B,668.0
1842,PROCR,751.0
1843,MMP24OS,868.0
1844,EIF6,721.5
1845,PHF20,685.0
1846,EPB41L1,295.0
1847,MYL9,69.0
1848,RAB5IF,799.0
1849,SAMHD1,448.5
1850,RPN2,809.0
1851,SRC,655.5
1852,BLCAP,926.0
1853,TGM2,303.0
1854,MAFB,603.0
1855,LPIN3,674.5
1856,CHD6,756.0
1857,SERINC3,888.0
1858,STK4,122.0
1859,SDC4,400.5
1860,WFDC2,119.5
1861,CTSA,570.0
1862,PLTP,289.0
1863,CD40,752.5
1864,SLC35C2,792.0
1865,ELMO2,430.0
1866,ZMYND8,126.5
1867,SULF2,442.5
1868,PREX1,570.5
1869,CSE1L,857.0
1870,ZNFX1,810.0
1871,UBE2V1,592.0
1872,NFATC2,796.5
1873,TSHZ2,319.0
1874,ZNF217,523.0
1875,RTF2,764.5
1876,PMEPA1,508.5
1877,CTSZ,571.5
1878,ATP5F1E,554.0
1879,PPDPF,661.0
1880,TNFRSF6B,527.5
1881,ARFRP1,869.0
1882,LIME1,711.5
1883,SLC2A4RG,870.0
1884,TPD52L2,907.0
1885,ATP5PF,911.5
1886,ADAMTS1,280.5
1887,MAP3K7CL,599.5
1888,SCAF4,810.0
1889,SON,840.0
1890,SLC5A3,624.0
1891,CBR1,867.0
1892,KCNJ15,252.5
1893,ETS2,592.5
1894,MX1,519.0
1895,ABCG1,805.0
1896,CSTB,81.0
1897,ITGB2,392.0
1898,COL18A1,236.0
1899,COL6A1,482.0
1900,COL6A2,615.0
1901,ADA2,482.5
1902,CLDN5,150.5
1903,COMT,695.0
1904,ZDHHC8,598.0
1905,PI4KA,850.0
1906,MAPK1,604.0
1907,PPM1F,936.0
1908,CHCHD10,336.5
1909,MIF,259.0
1910,DDT,706.0
1911,GGT5,304.0
1912,XBP1,31.0
1913,NIPSNAP1,565.0
1914,GAL3ST1,492.5
1915,SMTN,909.0
1916,SELENOM,719.0
1917,PIK3IP1,355.5
1918,TIMP3,166.0
1919,HMOX1,333.5
1920,MCM5,735.0
1921,APOL6,713.5
1922,APOL1,244.0
1923,MYH9,502.0
1924,MPST,655.0
1925,RAC2,324.5
1926,CDC42EP1,422.0
1927,SH3BP1,763.0
1928,LGALS1,151.0
1929,GTPBP1,634.0
1930,CBX6,756.0
1931,APOBEC3C,765.5
1932,APOBEC3G,744.5
1933,PDGFB,578.5
1934,ATF4,803.0
1935,MRTFA,751.0
1936,ST13,658.0
1937,ACO2,489.0
1938,XRCC6,864.0
1939,NDUFA6,725.0
1940,CYB5R3,311.0
1941,PARVG,574.5
1942,TTC38,887.5
1943,TRABD,648.0
1944,PLXNB2,884.0
1945,TYMP,468.0
1946,ODF3B,700.5
1947,SHANK3,639.0
1948,GTPBP6,776.0
1949,CSF2RA,702.5
1950,ZBED1,881.0
1951,CD99,672.0
1952,TMSB4X,350.5
1953,SMS,892.0
1954,PRDX4,371.0
1955,PRRG1,624.0
1956,CYBB,219.0
1957,NDUFB11,855.5
1958,TIMP1,199.0
1959,ELK1,744.0
1960,WDR13,843.5
1961,TSPYL2,854.5
1962,HSD17B10,646.0
1963,FAM104B,756.0
1964,MSN,715.0
1965,VSIG4,262.0
1966,IL2RG,229.0
1967,OGT,677.5
1968,COX7B,786.0
1969,PGK1,482.5
1970,ITM2A,647.0
1971,SH3BGRL,791.0
1972,DIAPH2,654.5
1973,BEX4,594.0
1974,TCEAL9,588.5
1975,BEX3,373.0
1976,TCEAL4,483.0
1977,MORF4L2,375.0
1978,FAM199X,918.0
1979,RNF128,384.0
1980,MORC4,926.0
1981,TSC22D3,446.5
1982,PSMD10,703.5
1983,PLS3,851.5
1984,PGRMC1,452.0
1985,UBE2A,256.0
1986,SEPTIN6,408.0
1987,NDUFA1,361.0
1988,LAMP2,732.5
1989,STAG2,861.0
1990,ZDHHC9,682.0
1991,AIFM1,722.0
1992,SLC9A6,842.0
1993,CETN2,315.0
1994,BGN,124.0
1995,SSR4,112.0
1996,FLNA,35.0
1997,GDI1,837.0
1998,FAM3A,896.0
1999,KDM5D,890.0
